Name,Description,Date,IntensityId,Length,CoachId,GenreIdList,SongIdList,SpotifyLink,WorkoutId,MaxTargets,LocationIdList,WorkoutType,MaxScore,MaxDodges,MaxKneeStrikes,MaxTriangles
"Monster ""Savage Monster""","Bring out the beast inside of you in this savage 30-minute Hip Hop workout! This playlist takes you on a journey through the 00s into the early 10s, building intensity and speed as we go.",1/2/2021,3,30:18:00,28,21,"940, 336, 892, 346, 880, 477, 991, 882",https://open.spotify.com/playlist/1sMydX1ulnQm8WEWjT4i70?si=teLwN_2xTHu3ag252FRBag,725,5573,"89, 91, 20, 56, 82, 58, 79, 54",classic,1365,,,836
"Cover Lover ""Rock & Soul""","Coach Doc has you covered in this showcase of classic cover songs. Explore how soul artists influenced rock and roll, and how rock influenced soul in this cheerful throwback playlist.",1/4/2021,2,17:02,28,"20, 23","698, 993, 695, 995",https://open.spotify.com/playlist/3VnIWqHjGLKoHGh8nst5AR?si=Z0bZgbNcRhOyWZzEOz_kPg,679,2700,"17, 65, 72, 48",classic,670,,,434
Quick Hits A Call To Arms,"Prepare to annihilate this all-out Arms workout, created specifically with fast and complex patterns to fire up your arms and shoulders.",1/3/2021,3,8:24,27,19,"237, 162",https://open.spotify.com/playlist/7K2Ol7ScoW3X6dCLIKPCwV?si=c9KUHK7vQHqXAYNHHly3Ew,710,1548,"64, 78",classic,347,,,125
Quick Hits Abs-o'licious,Fire up your core with with a Pop EDM twofer designed to target the abs and obliques.,1/3/2021,2,9:08,25,"19, 22","867, 171",https://open.spotify.com/playlist/5Ods13OvVGA4nJD1BU3LWg?si=8Q_26M95QHWo0aTjMZSq2w,711,1029,"62, 69",classic,315,,,365
Quick Hits Glutacious,Dance your way to a stronger boo-tay in this glute-focused quick hit!,1/3/2021,1,10:16,32,"19, 21, 22","923, 922",https://open.spotify.com/playlist/4Zx7zFSNDIIHmtcbMNl0pS?si=5dk-BCR1RZewKPEwAq9i8Q,712,398,"73, 8",classic,280,,,668
"Meditation ""Thank You""","Open the floodgates of gratitude and bring awareness to the present moment in this short, guided meditation. Take a seat, open your mind, and enjoy.",1/3/2021,4,4:15,28,,,,714,,,meditation,,,,
"Smooth Sailing ""Take It Easy""",Set sail with Coach Doc in this perfect soft rock ride. Take a load off and enjoy the view as you move along to yacht rock from the 70s and 80s!,1/5/2021,1,23:19,28,20,"332, 1042, 267, 1041, 634, 1043",https://open.spotify.com/playlist/6Z3CgjmqIeVuotpoERNNon?si=AYDZUDuaRleUXvnjOQLx9A,728,1574,"33, 74, 45, 91, 8, 18",classic,489,,,582
"Strut ""Get Hyphy""",Turn the heat up to 10 with Coach Leanne as you go into hyperactive overdrive! This workout is an exciting explosion of power and fun.,1/6/2021,3,12:43,25,"21, 22","906, 878, 806, 203",https://open.spotify.com/playlist/6XSZwDBtpu2GfR6PsWUj0w?si=ibiySS7ARgK_D8PZSimnbA,699,1718,"9, 84, 1, 53",classic,450,,,353
"Sweaty Flannel ""Unafraid of Change""",Join Coach Dwana as you bring some style and flair to these 90s throwback Pop Rock tracks.,1/7/2021,2,21:24,32,20,"530, 1048, 979, 319, 864, 710",https://open.spotify.com/playlist/4zOWDoSTdn1IXqq7ANfC7P?si=ff3GXv3XTKO8jm84LkMKYg,730,2509,"71, 75, 83, 2, 44, 55",classic,689,,,624
"Summer ""Sun Escape""",Need some summer sun during the colder months? Coach Raneir’s got you covered with the ultimate summer vacay vibe. Travel to warm and sunny locations around the globe while you shake it to this banger playlist of Pop remixes!,1/8/2021,1,13:31,27,"19, 22","623, 1052, 566, 996",https://open.spotify.com/playlist/6wUYVA96EMEedIV3RADAFx?si=8r7EzitrQBynpmvD6yp7Sg,731,1402,"16, 59, 45, 67",classic,443,,,541
"Rock The Ages ""Go Bigger""","Take a tour through the varied sounds of Alternative Rock in this high-energy rockin’ workout. Jump in, take up space, and go bigger than you ever have before!",1/9/2021,3,15:55,32,20,"770, 149, 428, 329, 953",https://open.spotify.com/playlist/1ZOLFFeuUbOY9E1AsqAozt?si=Saf1hTTdTpCemT_vu9WYhg,732,2557,"63, 34, 6, 41, 82",classic,610,,,330
"Stretching ""Extended Cooldown""","Join Leanne to lengthen and mobilize your muscles and restore your body. Use this 5-minute, full-body stretch to cool down after any workout.",1/10/2021,5,5:19,25,,,,739,0,,stretch,,,,1
Quick Hits Prom Night,Flash back to your senior prom in this nostalgic 90s quick hit!,1/10/2021,2,10:24,27,"19, 20","862, 856",https://open.spotify.com/playlist/2W0GVze3RBWdiszSlGl6KH?si=qIa9M9LJR-6lxGOn36VWlw,673,1149,"33, 86",classic,263,,,111
Quick Hits The Drop,"This quick EDM workout is a fun, fast and fierce burst of dance. Hop in for the perfect weekend pump up, or a fun sweat break anytime during the day!",1/10/2021,3,11:11,27,22,"356, 369",https://open.spotify.com/playlist/2LZqxuySdv9tIfe4YIvz6t?si=a4GeuLTqRGe0HcAYA6iy4A,733,1629,"52, 76",classic,447,,,403
"Quick Hits Break Up, Shape Up",Ready for a fresh start? Coach Mark has the perfect Pop duo to move the energy around and brighten your spirits!,1/10/2021,1,8:18,33,19,"915, 914",https://open.spotify.com/playlist/60Drkdx1Qsfp8puqoVsXOE?si=JbXdPqC3QZyHTOHLX8SOFw,734,532,"77, 29",classic,165,,,195
"Fresh Finds ""Debut""","Welcome to Fresh Finds, your home for new music exploration focused on upcoming artists, indie tracks and rare cuts. Try out our new extended warmup as you move and groove to this collection of indie dance bops.",1/11/2021,2,19:18,25,"22, 23","1049, 1051, 1053, 1054, 1055",https://open.spotify.com/playlist/1oNyswHhwqIm5Qt0cZvTHN?si=xKP-fY9CRQu_LwyFSmW9_A,735,2191,"69, 66, 90, 28, 38",classic,640,,,671
"Freedom Rock ""Working Overtime""","This workout is exploding with energy, tuned to upbeat Classic Rock hits from the early 70s. Put in the work and drip sweat with Coach Doc by your side.",1/12/2021,3,25:43:00,28,20,"1024, 848, 849, 314, 957, 875",https://open.spotify.com/playlist/0FlQfnXaXZMKda3Ff01iTA?si=oiXNWh7aRmm0fNbyDvADIA,700,4016,"9, 78, 74, 48, 91, 8",classic,974,,,568
"Hoedown Throwdown ""Nashville Sound""","Howdy partner! Join Coach Mark for a tour of classic Country and Folk artists from the 70s, and two-step your way to a brighter day!",1/13/2021,1,16:54,33,25,"618, 702, 1057, 1058, 706",https://open.spotify.com/playlist/0uJuk8na08sE1v4IWtU6gA?si=2rPF-yxjQK2ukBDQfkMLaA,736,1146,"72, 33, 81, 50, 6",classic,316,,,288
"Broken Dreams Team ""Get The Stress Out""","Get the stress out while you move it to these modern angsty Alt Rock anthems. The playlist starts lighter and gets more intense as we go, so channel that inner fire, athlete!",1/14/2021,2,14:06,27,"19, 20","1060, 342, 1056, 934",https://open.spotify.com/playlist/6yMEShNL1pSZZOTwsDIkzL?si=Cm0WakaeTk66UxfEv4YlIg,737,1359,"2, 35, 61, 54",classic,388,,,388
"Monster ""Murky Monsters""",Get ready to enter the deep in this dark and murky monster. This electric mix of EDM builds in speed and intensity as we go. Get ready to get sweaty!,1/15/2021,3,29:01:00,25,22,"233, 638, 637, 406, 937, 232, 574",https://open.spotify.com/playlist/4fI4bhWzhbr5pZhzHJ05oC?si=HU-pgVCJS2-_S5b-ANR62w,750,5286,"60, 42, 25, 3, 26, 1, 11",classic,1316,,,864
"Mood Booster ""Just The Way I Am""","Get empowered to love yourself just as you are in this uplifting Pop workout. What does it mean to commit to raw, unfiltered YOU? Use #ThisYearBeYou to join the conversation.",1/16/2021,1,20:09,32,19,"782, 261, 273, 944, 1031",https://open.spotify.com/playlist/2YTNaZzgRCW5zTIUbs7ZcL?si=b-iuTUQASq2zdaSyFlVn8A,751,1931,"68, 93, 18, 27, 2",classic,549,,,543
Quick Hits Sweat Symphony,Take center stage in this quick classical duo that’s bursting with energy and fun. The perfect pick-me-up for any day!,1/17/2021,3,5:44,28,24,"966, 1605",https://open.spotify.com/playlist/2SUPCPtUaDgs9KgWfeXQvP?si=JU7mRBKXSvC7ovDlCyGGMA,752,1032,"41, 50",classic,232,,,86
Quick Hits Molten Rock,Rock out to these high energy alternative tracks in the perfect bite-sized package.,1/17/2021,2,7:34,28,20,"839, 840",https://open.spotify.com/playlist/4p2HcqWmApot5QilO0RV7W?si=V_HvpMY_QzWBxG_UM-4Zhw,753,1124,"56, 91",classic,292,,,223
Quick Hits Retrofit,Find your groove with these two 80s new wave hits — the perfect break for your body and mind.,1/17/2021,1,11:19,33,"19, 20","275, 432",https://open.spotify.com/playlist/1OAOt6XY0g0uw6LhBOEi9z?si=QyspB7kUSuelqQIHbWZzxQ,754,1054,"47, 45",classic,310,,,329
"Moment @ Maroon Lake, Colorado","Take a moment and travel to Maroon Lake in Colorado. Relax and enjoy the blissful panorama of colorful mountain tops and reflective lapping water. To enjoy this moment without music, hit the menu button on your left controller to adjust the volume.",1/17/2021,4,10:05,31,,469,,782,0,94,meditation,,,,0
"Hip Hop You Don't Stop ""Good Vibes""",Show your body and mind some love in this empowering 90s Hip Hop workout. Tap into that positive vibe and cruise into your week with style and grace.,1/18/2021,1,17:58,27,21,"652, 571, 1080, 1077",https://open.spotify.com/playlist/4frJrFVrpcujZCYqXBP9sL?si=_98WxeHVSzi0aL9m6mEgiQ,757,1837,"65, 67, 62, 52",classic,666,,,996
"Rock Hard ""Metal Evolution""",This full-on heavy metal playlist has explosive speed and intricate patterns to get and keep your heart rate lifted. Get any aggression or tension out as you thrash around with Coach Leanne!,1/20/2021,3,25:28:00,25,20,"563, 885, 520, 1063, 521, 1062",https://open.spotify.com/playlist/5QIxOTprCVxvUkxzjmfNzC?si=bgujp2GGSieXgfb4SteSeg,756,4534,"58, 89, 55, 51, 20, 84",classic,1089,,,606
"Retrofit ""Just Commit""",Hop into the best part of your day with Coach Dwana! Commit yourself to the groove in this all-out 80s workout.,1/19/2021,2,23:13,32,"19, 20","800, 725, 730, 974, 975",https://open.spotify.com/playlist/0GPRY94ApUwdmcavwVbm9v?si=p3AhZLdlRTmqfLrCsK6_Cg,697,2682,"41, 90, 35, 46, 33",classic,698,,,540
"Girl Power ""Pop Queens""",Celebrate some of our favorite Pop queens in this bubbly and upbeat playlist. We’re going to hit those high notes and those high targets with Coach Raneir at your side.,1/21/2021,2,21:50,27,19,"947, 438, 407, 828, 394, 783",https://open.spotify.com/playlist/7LMNqngEDTvh62hNIkGEOe?si=r4HwuRSfTrCdivssyGJI7g,758,2283,"37, 64, 5, 75, 29, 46",classic,610,,,511
"Pop Till You Punk ""Thrash Around""","Tap into your inner rebel in this all-out 00s Pop Punk workout. Join Coach Raneir as you thrash, smash and have a blast!",1/22/2021,3,15:49,27,20,"421, 1066, 707, 366",https://open.spotify.com/playlist/6qaXIazjZyXIuLcBXSWE2y?si=IpLJGsYJTBm_uPP21ge9Dw,759,2360,"44, 63, 53, 28",classic,543,,,238
"Strut ""Spring in Your Step""",Lengthen your stride as you walk that walk with Coach Dwana. These Indie Rock favorites will bring a smile to your face and a spring in your step!,1/23/2021,1,19:38,32,20,"619, 589, 584, 746, 553",https://open.spotify.com/playlist/3h7nLkfpdzyHmRPqeJ4i5q?si=ytiwN1O_QZ2WTOVtWua-Pg,760,1751,"74, 78, 80, 70, 61",classic,518,,,559
"Meditation ""Choose Joy""","Join Coach Doc for a moment of quiet. Feel at peace and acknowledge your role in choosing how you show up in the world. Accept, relax and breath into your role as the decider.",1/24/2021,4,4:40,28,,,,783,0,,meditation,,,,0
Quick Hits Rock The Ages,Take a quick tour through the sounds of Modern Alternative Rock with Coach Mark.,1/24/2021,3,6:23,33,20,"748, 289",https://open.spotify.com/playlist/4dz7FfZuZCqgPARq4TVhen?si=rga3uZ_MSnayRAKnjCcI3g,767,921,"91, 58",classic,232,,,160
Quick Hits Rap-ture,Stay lifted in this chilled-out Pop Rap workout with Coach Dwana.,1/24/2021,2,7:35,32,21,"1011, 1010",https://open.spotify.com/playlist/2cMadQJCNFkdipr6enhfwK?si=u_J5CGzSSoOPLyHjM98D7g,768,969,"82, 66",classic,242,,,161
Quick Hits Smooth Sailing,Enjoy a mini-vacation with these two 70s Yacht Rock tracks that are smooth as butter.,1/24/2021,1,9:22,28,20,"901, 903",https://open.spotify.com/playlist/0hEzKxybdE4QInOqTr1tQI?si=YHmquXsFR-WCOQv6y6nVjw,769,690,"33, 90",classic,177,,,129
"A Call To Arms ""Builder Upper""","Build up strength and endurance with this fun, rep-focused workout targeting the arms and upper body!",1/25/2021,2,22:16,33,20,"1090, 1085, 1084, 1086, 1087, 1088",https://open.spotify.com/playlist/7wyGJjbnnW9pZLA7TSnuGV?si=OsPzTQlXRKG16ZM8J25l0Q,761,2875,"86, 8, 35, 6, 72, 89",classic,599,,,80
"Nouveau Disco ""Ride or Die""",Get ready for a Disco dance party for the 21st century! These classic Soul and Disco tracks remixed by modern Electronic artists make the perfect playlist to boogie down get your New Year started right!,1/26/2021,3,20:52,27,"22, 23","942, 1068, 1070, 978, 1071",https://open.spotify.com/playlist/2SprH9qLi8flDAl273XR5D?si=mYtrAHevRSm1ABVvq2gavA,770,2740,"17, 65, 64, 56, 67",classic,735,,,623
"Rock Boom Baby ""Cowabunga""",Don't forget the sunscreen! This all-out Surf Rock extravaganza will bring you back with the perfect mix of 50s and 60s beachy classics.,1/27/2021,1,15:07,33,"19, 20","1008, 1003, 1004, 1005, 1006, 959",https://open.spotify.com/playlist/79Dw0MKHIoDB9e4daCipLR?si=j6GkaF6jRh2HtQLTgODN1A,702,837,"18, 93, 16, 59, 83, 73",classic,281,,,379
"Skinny Jeans and Ripped Seams ""The Road Less Traveled""","This fun Indie Rock workout is the perfect mix of melancholy, moodiness, and Leanne's unending optimism in the face of hard work! Take the road less traveled, athlete, and know you'll come out better on the other side.",1/28/2021,2,21:46,25,20,"1106, 676, 747, 954, 756, 337",https://open.spotify.com/playlist/1TxkvXZGAOHihSsyNNSa7D?si=Nkn5Kr4xQvelRGbreZqbmw,771,2403,"72, 43, 86, 63, 28, 41",classic,635,,,514
"Guilty Pleasures ""Supernatural Love Shack""","Indulge with this quick-and-satisfying 80s New Wave throwback! Expect fast, complex patterns, deep leg work, and a sweaty finish!",1/29/2021,3,22:20,27,"19, 20","1107, 1108, 1000, 576, 430",https://open.spotify.com/playlist/5xQlOZ9ancYZqkxIfApIwO?si=ErbL4XmZRwK9zBLomdAVLg,772,3159,"77, 61, 75, 79, 47",classic,861,,,764
"Freedom Rock ""Drop In""",Drop into the vibe with this chilled out tour of Classic Rock from the 60s and 70s! Focus on freedom of movement and smashing targets with purpose!,1/30/2021,1,21:25,28,20,"256, 317, 962, 587, 309, 847",https://open.spotify.com/playlist/6uOZbvettxOE4h9zFitVWn?si=fZcdeDVWR6-DsgrEeTmWLA,773,1529,"32, 48, 60, 54, 38, 46",classic,476,,,566
Quick Hits The Drop,Get excited! This Dubstep workout gives you monster energy in a bite-sized package.,1/31/2021,2,10:07,25,22,"636, 343",https://open.spotify.com/playlist/6CyeDIR5GyDUnDLKPLU3tg?si=OU3ZFhnmQG25LWW4OzWVkg,776,1108,"71, 5",classic,331,,,364
"Meditation ""Patience""","Mental strain can make us tired and stressed. Join Coach Doc for a chance to embrace patience with grace. Take a seat, breathe, and release into the present moment.",1/31/2021,4,4:04,28,,,,765,0,,meditation,,,,0
Quick Hits Pros Only,Test your limits with these two higher-than-high intensity Rock tracks.,1/31/2021,3,8:51,32,20,"934, 935",https://open.spotify.com/playlist/36Mao8mmp45IvE4t5zXSki?si=X7JZB9S_RTSF2mV4uvBKkw,774,1616,"11, 6",classic,426,,,343
Quick Hits Rapattack,"Ride the rhythm in this mini Rap workout, perfect for finding your flow.",1/31/2021,1,8:27,32,21,"489, 278",https://open.spotify.com/playlist/0dVpYzBsSVEhPTcIWitFxp?si=G4QcnMl-SQ2eFc0Ywhqosw,775,677,"45, 89",classic,193,,,191
"Hip Hop You Don't Stop ""Flow: Getting Started""",The perfect workout to get you started on your Supernatural Flow journey. Find your flow to this mix of iconic hip hop tracks with Coach Doc!,1/27/2021,1,12:20,28,21,"336, 853, 207",https://open.spotify.com/playlist/4o4A6b6SpeBqySXEkwT1mJ?si=rIRY2oN4T22EbVP9rnkP4w,648,355,"56, 62, 79",classic,109,,,126
"The Drop ""Flow: Getting Started""",The perfect workout to get you started on your Supernatural Flow journey. Dance along with Coach Raneir to electrifying EDM classics!,1/27/2021,1,17:00,27,22,"356, 233, 168",https://open.spotify.com/playlist/6x4COkBz7iE7BwbNPsG1X6?si=A5ZaTv84ThCylORkb30scA,649,462,"19, 60, 17",classic,150,,,192
"Rock The Ages ""Getting Started""",The perfect workout to get you started on your Supernatural journey. Honor a wide spectrum of rock classics with Coach Dwana!,1/27/2021,1,14:52,32,20,"205, 693, 254",https://open.spotify.com/playlist/7fvuGRjAbzFjzqB29TFXmR?si=DrUuSCuEQ7SCDeN0NbSk6A,646,518,"84, 67, 87",classic,148,,,148
"Pop Till You Drop ""Flow: Getting Started""",The perfect workout to get you started on your Supernatural Flow journey. Find your groove to this pumped-up pop playlist with Coach Leanne!,1/27/2021,1,13:54,25,19,"211, 236, 269",https://open.spotify.com/playlist/7fYcByDEi0K8q0ZaBgTW0M?si=IJFTXzaJTv6BD_ZFdA0J7A,611,285,"13, 27, 62",classic,106,,,165
"Retrofit ""Flow: Getting Started""",The perfect workout to get you started on your Supernatural Flow journey. Sing along to this 80s new wave mix with Coach Leanne!,1/27/2021,1,13:27,25,"19, 20","963, 420, 260",https://open.spotify.com/playlist/1h98l20AOnXxIpYqbJapg9?si=j791wOX0TiWTckAfARJBnQ,643,399,"38, 50, 47",classic,116,,,120
"Jazz It Up ""Debut""",Get in the swingin’ mood with our first-ever Jazz workout! Honor the greats of Big Band and Swing as we Celebrate Black History.,2/1/2021,2,17:57,28,23,"1073, 1047, 1074, 1075, 1109",https://open.spotify.com/playlist/3bk5PdOD3sdpTfH2drxORE?si=CM9Jke7kSqaAU3XEfTCRUg,755,2367,"94, 50, 92, 62, 65",classic,656,,,609
"Molten Rock ""Stomp and Holler""","Stomp along to the beat, athlete! This Rock workout is oozing with energy, power and Americana spirit.",2/2/2021,3,22:22,33,20,"622, 976, 642, 1095, 1105, 395",https://open.spotify.com/playlist/03D0mwLKWdcFP0hdJ2CsWZ?si=924xOW_wTViqhqHfX8niKA,786,3127,"2, 80, 6, 48, 56, 91",classic,768,,,476
"Girl Power ""Be Who I Am""",Join Coach Dwana as we tour the sounds of the female icons of R&B. Get your groove on to these divas of soul as we Celebrate Black History.,2/3/2021,1,21:00,32,23,"1104, 646, 1091, 539, 1093",https://open.spotify.com/playlist/3REnK0X6wVICU8ok5FjKQU?si=NCPQW3gXRy2gM5Mf7zbFBg,787,1287,"63, 64, 17, 8, 45",classic,425,,,558
"Super Monster ""House Work""",Get ready to WORK in this 40-minute all-House Super Monster! Dance along to electric EDM beats that ebb and flow for the ultimate interval workout.,2/4/2021,3,38:52:00,25,22,"941, 404, 1145, 996, 889, 900, 886, 778, 887, 590, 531",https://open.spotify.com/playlist/1DHrLARRAbtI5Qit2GjsMR?si=_2rJm7j4QPWN5rVA0BLfyA,788,6201,"13, 66, 60, 79, 27, 73, 77, 40, 90, 67, 52",classic,1685,,,1482
"Game Time ""Indestructible""",Prepare for the big game with a Hard Rockin’ workout! These battle songs are the perfect pump-up to conquer anything that stands in your way.,2/5/2021,2,21:01,28,20,"647, 527, 884, 523, 858",https://open.spotify.com/playlist/4UGi6HQ3mmXfm2WjDie5D2?si=1sx9DviOTPKGOaaErzKEzw,790,2515,"84, 78, 11, 1, 82",classic,707,,,680
